race,income,sex,schoolYears,age,spend
black,42921.0,male,14.0,32.0,665.29
white,38190.0,female,14.0,44.0,682.22
other,26148.0,male,12.0,33.0,669.91
white,329711.0,female,18.0,57.0,860.59
white,144694.0,female,19.0,52.0,810.15
white,39371.0,female,14.0,51.0,759.16
hispanic,118492.0,male,17.0,27.0,710.1
white,147248.0,male,18.0,33.0,727.1
asian,303771.0,male,18.0,35.0,813.76
white,429658.0,female,17.0,57.0,879.94
white,42313.0,male,16.0,40.0,945.76
white,29804.0,male,14.0,41.0,959.71
white,41117.0,male,16.0,35.0,749.19
white,13508.0,female,13.0,56.0,815.29
white,13935.0,female,16.0,50.0,768.09
hispanic,73433.0,male,13.0,41.0,1087.53
hispanic,3006.0,male,11.0,32.0,758.99
white,82017.0,female,18.0,50.0,784.64
black,34889.0,female,11.0,52.0,586.2
white,49417.0,male,15.0,32.0,678.51
white,39439.0,male,14.0,34.0,712.57
white,4323.0,female,14.0,53.0,778.6
hispanic,43502.0,female,14.0,52.0,805.29
white,93723.0,female,18.0,53.0,829.37
other,56461.0,male,14.0,33.0,710.33
white,133901.0,male,16.0,36.0,784.22
white,32903.0,female,14.0,53.0,798.27
white,199828.0,male,18.0,29.0,613.56
white,53055.0,male,16.0,34.0,732.98
white,11049.0,male,15.0,35.0,760.26
other,18898.0,male,12.0,37.0,818.02
white,136218.0,female,16.0,48.0,769.94
white,7763.0,female,13.0,52.0,753.16
white,54141.0,female,16.0,48.0,749.56
white,29017.0,female,15.0,48.0,742.59
white,405792.0,male,18.0,32.0,687.31
black,33443.0,female,14.0,53.0,581.87
black,12249.0,female,13.0,50.0,509.82
other,156305.0,female,16.0,49.0,775.39
black,174539.0,male,15.0,34.0,750.64
white,11606.0,female,15.0,49.0,777.64
white,53744.0,male,17.0,35.0,748.36
white,32576.0,male,13.0,35.0,759.91
white,194985.0,male,18.0,30.0,649.72
white,28183.0,male,12.0,33.0,669.51
hispanic,40524.0,female,13.0,49.0,774.06
white,163401.0,male,17.0,33.0,730.92
other,186542.0,male,16.0,39.0,914.89
white,34404.0,female,13.0,50.0,741.42
black,81821.0,male,18.0,36.0,771.66
other,149108.0,male,16.0,37.0,855.65
other,164977.0,male,15.0,35.0,745.55
white,64003.0,female,17.0,49.0,746.26
white,84791.0,female,17.0,51.0,783.84
white,111778.0,female,17.0,49.0,792.59
white,10637.0,male,14.0,37.0,812.66
white,360624.0,female,18.0,55.0,867.66
other,89855.0,female,16.0,61.0,914.87
asian,66295.0,male,16.0,35.0,785.87
white,144747.0,male,18.0,33.0,709.0
white,31838.0,female,12.0,54.0,774.48
white,218601.0,male,17.0,33.0,720.52
black,56483.0,male,15.0,37.0,866.2
hispanic,82358.0,female,16.0,53.0,796.06
black,33521.0,female,11.0,54.0,614.56
hispanic,5292.0,male,11.0,34.0,853.79
white,98599.0,male,20.0,28.0,595.42
white,14229.0,male,15.0,36.0,769.56
white,4972.0,male,13.0,32.0,637.46
hispanic,136386.0,male,16.0,35.0,929.51
white,62569.0,female,16.0,50.0,784.11
white,31869.0,female,12.0,58.0,815.69
other,109389.0,male,15.0,40.0,954.37
white,46042.0,male,17.0,31.0,655.89
black,3239.0,male,13.0,36.0,751.24
asian,71154.0,female,17.0,57.0,988.22
black,21555.0,female,14.0,49.0,520.6
white,22965.0,male,15.0,33.0,697.15
white,31601.0,female,13.0,42.0,698.69
other,40375.0,male,15.0,38.0,876.77
white,39026.0,female,13.0,51.0,744.83
hispanic,176841.0,female,16.0,57.0,874.25
white,62945.0,male,14.0,41.0,981.3
hispanic,37729.0,male,13.0,35.0,915.73
white,27822.0,male,15.0,33.0,690.86
white,36292.0,male,15.0,28.0,553.86
white,9690.0,male,15.0,37.0,815.94
black,21650.0,female,12.0,47.0,496.24
white,174932.0,female,19.0,47.0,769.31
white,52477.0,female,16.0,53.0,812.97
white,110354.0,male,18.0,38.0,874.25
white,54955.0,male,16.0,34.0,751.39
white,86272.0,male,16.0,34.0,726.23
hispanic,31020.0,male,13.0,38.0,967.27
white,11756.0,male,15.0,31.0,636.72
white,22831.0,male,14.0,39.0,874.63
white,45296.0,male,16.0,31.0,624.62
white,69685.0,female,15.0,52.0,825.52
hispanic,37256.0,male,13.0,31.0,774.96
asian,88613.0,male,19.0,28.0,573.92
other,16357.0,male,12.0,43.0,1039.22
white,99939.0,female,18.0,44.0,689.65
black,124486.0,male,15.0,29.0,596.35
black,148833.0,female,15.0,53.0,610.57
white,232155.0,female,17.0,48.0,779.06
white,111693.0,male,18.0,26.0,513.55
white,46373.0,male,17.0,38.0,853.26
asian,41260.0,female,16.0,49.0,868.29
white,17751.0,male,13.0,29.0,574.03
white,49886.0,female,15.0,50.0,770.77
white,86198.0,female,16.0,49.0,748.99
white,86260.0,male,19.0,36.0,813.57
black,95206.0,male,15.0,38.0,847.87
black,25997.0,male,12.0,28.0,553.06
hispanic,42688.0,female,15.0,52.0,784.28
white,132773.0,male,19.0,35.0,811.91
hispanic,103931.0,female,15.0,41.0,663.79
white,92547.0,female,19.0,53.0,808.17
white,32725.0,male,13.0,41.0,931.66
other,55052.0,female,14.0,48.0,760.42
white,18351.0,female,15.0,56.0,839.25
white,40908.0,male,15.0,31.0,644.05
other,31030.0,male,13.0,48.0,1218.9
white,32468.0,female,16.0,50.0,776.12
black,63550.0,male,14.0,30.0,609.41
white,475003.0,female,16.0,55.0,840.95
white,44599.0,male,16.0,40.0,920.77
white,45868.0,female,18.0,55.0,821.27
other,427008.0,female,16.0,52.0,803.47
other,62798.0,male,14.0,36.0,785.03
hispanic,29825.0,female,12.0,49.0,743.78
white,7907.0,female,14.0,56.0,804.83
hispanic,135139.0,male,16.0,32.0,842.39
white,11521.0,male,15.0,41.0,947.78
white,17906.0,male,13.0,28.0,572.17
white,61228.0,male,15.0,31.0,643.76
hispanic,58232.0,female,14.0,40.0,662.98
white,34349.0,female,13.0,47.0,727.37
other,142985.0,male,16.0,32.0,677.04
white,81830.0,female,19.0,54.0,844.14
black,17577.0,male,12.0,35.0,731.81
white,34226.0,male,14.0,35.0,772.82
white,9926.0,female,13.0,56.0,825.68
white,21360.0,male,13.0,30.0,603.6
white,74428.0,male,17.0,30.0,624.83
white,22835.0,female,14.0,47.0,702.74
asian,100421.0,female,18.0,53.0,938.22
white,108036.0,female,16.0,53.0,818.08
white,110992.0,male,17.0,35.0,784.15
other,74535.0,male,16.0,35.0,762.56
other,79178.0,female,14.0,58.0,842.86
white,185303.0,male,18.0,37.0,864.13
white,56128.0,female,16.0,54.0,806.94
white,100794.0,male,16.0,36.0,800.51
black,17907.0,male,12.0,42.0,984.87
hispanic,28071.0,female,14.0,48.0,725.96
black,22046.0,male,12.0,29.0,578.85
hispanic,168552.0,female,16.0,49.0,777.78
white,139914.0,female,18.0,52.0,818.31
white,60218.0,male,16.0,30.0,601.4
white,90391.0,male,18.0,39.0,905.86
asian,484850.0,male,17.0,31.0,668.18
other,169668.0,male,15.0,28.0,588.88
white,61777.0,female,16.0,47.0,753.01
black,61385.0,female,14.0,55.0,622.33
white,8773.0,male,13.0,35.0,721.45
white,12201.0,female,14.0,49.0,722.38
white,9637.0,male,13.0,37.0,805.46
white,59508.0,male,16.0,31.0,646.46
other,65851.0,female,14.0,48.0,746.47
other,120155.0,male,16.0,33.0,718.83
other,155635.0,male,14.0,39.0,904.3
hispanic,103855.0,female,16.0,49.0,790.15
black,61931.0,female,13.0,51.0,546.14
other,451445.0,male,16.0,34.0,751.0
white,20919.0,male,14.0,32.0,642.38
white,58256.0,male,15.0,37.0,822.19
other,29114.0,male,14.0,36.0,785.19
white,206740.0,male,19.0,36.0,825.73
black,216796.0,male,16.0,27.0,564.79
hispanic,243314.0,female,16.0,53.0,820.6
white,65129.0,female,18.0,48.0,771.7
white,40545.0,female,17.0,47.0,726.92
white,66748.0,male,14.0,33.0,687.13
white,12090.0,male,13.0,35.0,742.76
white,62353.0,male,15.0,35.0,776.23
hispanic,94861.0,female,17.0,45.0,729.52
hispanic,69831.0,male,15.0,34.0,886.31
asian,72880.0,female,19.0,50.0,895.35
white,29105.0,female,16.0,56.0,835.93
other,61788.0,female,14.0,55.0,821.83
other,22621.0,female,13.0,49.0,759.12
white,217093.0,male,16.0,35.0,801.01
white,76750.0,male,16.0,33.0,735.74
hispanic,81259.0,female,18.0,48.0,790.15
white,21573.0,female,13.0,53.0,781.02
white,562830.0,male,15.0,33.0,722.96
white,26560.0,female,14.0,47.0,709.27
asian,8062.0,female,14.0,48.0,828.36
hispanic,6018.0,female,11.0,46.0,711.84
white,14784.0,female,14.0,51.0,766.57
asian,50896.0,male,17.0,32.0,688.65
white,103525.0,female,18.0,54.0,830.29
white,66508.0,male,16.0,36.0,794.37
hispanic,177148.0,male,17.0,37.0,1008.46
white,15096.0,female,14.0,49.0,752.82
black,193814.0,female,17.0,48.0,543.61
white,179759.0,male,16.0,34.0,778.7
white,34686.0,female,14.0,55.0,810.7
white,71336.0,male,17.0,37.0,846.66
asian,40279.0,male,16.0,23.0,457.58
white,203777.0,female,19.0,54.0,834.69
white,63990.0,male,17.0,35.0,793.85
white,13131.0,male,13.0,41.0,959.64
white,26356.0,male,14.0,33.0,682.63
white,32072.0,male,13.0,35.0,764.55
black,111535.0,male,17.0,37.0,836.83
other,63895.0,female,14.0,50.0,752.04
white,60209.0,male,15.0,32.0,669.94
asian,8178.0,female,15.0,50.0,850.68
white,62163.0,male,16.0,32.0,654.51
asian,49461.0,female,18.0,46.0,888.5
white,50719.0,female,17.0,42.0,680.13
white,53370.0,male,17.0,33.0,706.24
white,23660.0,male,16.0,29.0,575.84
white,17317.0,male,14.0,32.0,675.45
other,109399.0,male,17.0,33.0,720.56
asian,19608.0,female,14.0,46.0,795.1
white,5559.0,male,16.0,27.0,540.84
black,118692.0,male,14.0,29.0,590.58
white,224758.0,male,17.0,35.0,761.09
black,34236.0,female,11.0,50.0,531.61
white,146834.0,female,19.0,50.0,799.98
other,49988.0,female,13.0,47.0,738.87
asian,44240.0,female,16.0,52.0,918.22
white,253395.0,female,18.0,47.0,803.61
black,25548.0,male,12.0,27.0,530.69
white,97418.0,male,16.0,33.0,716.7
white,8784.0,male,14.0,30.0,586.97
white,298851.0,female,19.0,56.0,880.27
white,57326.0,female,15.0,52.0,795.47
other,56316.0,female,15.0,54.0,831.83
white,110005.0,male,19.0,28.0,616.2
black,61637.0,male,16.0,30.0,652.41
white,101698.0,female,19.0,50.0,772.83
white,9586.0,male,14.0,38.0,838.71
white,18037.0,female,14.0,53.0,762.56
other,100916.0,male,16.0,39.0,892.54
white,21092.0,male,14.0,33.0,677.22
white,23430.0,male,15.0,28.0,553.42
white,78418.0,female,15.0,52.0,832.5
hispanic,157491.0,female,14.0,43.0,689.4
white,55385.0,female,14.0,54.0,808.12
other,32287.0,male,11.0,34.0,721.55
white,15808.0,female,15.0,49.0,749.88
asian,44839.0,female,19.0,45.0,878.38
white,49638.0,female,15.0,48.0,735.17
white,79405.0,female,16.0,52.0,773.13
white,43419.0,male,18.0,40.0,936.36
hispanic,160728.0,male,17.0,28.0,726.52
black,1993.0,male,13.0,33.0,647.31
other,73038.0,female,15.0,52.0,805.02
black,42231.0,female,15.0,50.0,564.16
hispanic,39331.0,male,13.0,34.0,871.38
white,25177.0,male,13.0,29.0,565.08
asian,76614.0,female,15.0,53.0,915.12
white,112491.0,male,19.0,28.0,566.95
white,37944.0,male,15.0,36.0,797.39
hispanic,10798.0,male,12.0,35.0,874.46
hispanic,16083.0,female,12.0,45.0,691.22
white,59993.0,male,16.0,32.0,680.18
other,82492.0,female,17.0,51.0,785.94
other,27717.0,female,12.0,47.0,725.3
other,18319.0,female,13.0,61.0,871.51
hispanic,5601.0,male,12.0,35.0,858.38
white,19739.0,female,13.0,58.0,841.3
black,309997.0,male,15.0,44.0,1095.17
white,40756.0,female,15.0,53.0,777.6
black,44997.0,male,14.0,39.0,876.94
white,11760.0,female,15.0,52.0,760.62
white,45160.0,female,16.0,52.0,804.67
white,22666.0,female,14.0,48.0,743.68
white,79752.0,male,16.0,35.0,773.69
white,158811.0,male,19.0,31.0,656.14
white,77064.0,female,15.0,49.0,756.06
other,26327.0,female,10.0,45.0,711.08
white,19649.0,female,13.0,47.0,713.29
asian,115204.0,male,19.0,39.0,926.06
hispanic,37007.0,female,12.0,53.0,800.37
white,34580.0,female,15.0,51.0,773.26
white,12611.0,male,13.0,37.0,822.68
white,13023.0,female,16.0,55.0,824.95
white,38400.0,male,14.0,34.0,732.89
white,54599.0,female,17.0,48.0,757.2
black,36764.0,male,11.0,27.0,533.78
other,45177.0,female,14.0,44.0,696.98
white,59658.0,female,15.0,52.0,803.17
black,146289.0,male,16.0,29.0,603.61
hispanic,13051.0,male,13.0,32.0,804.18
white,209764.0,female,18.0,52.0,808.03
hispanic,79038.0,female,14.0,50.0,760.12
other,401202.0,female,16.0,56.0,864.72
hispanic,20991.0,male,12.0,29.0,728.78
other,69201.0,male,11.0,34.0,721.0
white,27643.0,female,14.0,52.0,797.61
other,17998.0,female,11.0,48.0,711.72
asian,17914.0,male,13.0,35.0,758.1
white,33594.0,female,14.0,52.0,765.84
white,60940.0,male,15.0,36.0,790.69
black,485131.0,male,16.0,33.0,723.59
asian,69885.0,male,16.0,34.0,700.88
other,15873.0,male,13.0,36.0,762.57
white,64235.0,female,16.0,44.0,667.46
other,18750.0,female,12.0,51.0,778.79
white,50858.0,male,17.0,38.0,860.38
asian,87622.0,female,20.0,63.0,1079.04
white,11883.0,male,14.0,34.0,708.67
asian,51487.0,male,18.0,37.0,809.99
white,22540.0,female,12.0,55.0,807.64
white,134836.0,female,18.0,51.0,797.06
white,135646.0,male,17.0,30.0,639.92
hispanic,95500.0,female,17.0,53.0,820.7
white,67606.0,male,16.0,39.0,921.72
black,150730.0,female,18.0,50.0,604.36
white,15285.0,male,12.0,41.0,942.53
hispanic,79106.0,male,12.0,36.0,958.12
white,38922.0,male,13.0,34.0,739.06
white,6767.0,male,16.0,36.0,764.46
white,418919.0,female,18.0,51.0,819.58
white,212154.0,male,19.0,31.0,655.74
white,289183.0,female,18.0,45.0,749.26
white,31651.0,female,13.0,51.0,770.87
white,204339.0,female,19.0,54.0,859.36
black,385541.0,male,17.0,39.0,937.92
white,201344.0,female,20.0,53.0,841.29
white,45593.0,female,16.0,56.0,834.48
hispanic,64236.0,female,15.0,42.0,678.96
white,120346.0,male,17.0,37.0,863.21
white,283473.0,female,18.0,53.0,841.34
white,115341.0,male,17.0,31.0,668.61
asian,128881.0,male,20.0,37.0,832.11
other,67766.0,female,16.0,53.0,813.09
black,19306.0,female,13.0,56.0,607.38
asian,65331.0,female,18.0,48.0,901.67
white,28587.0,male,15.0,35.0,739.74
hispanic,36562.0,male,11.0,30.0,765.67
hispanic,93295.0,male,16.0,31.0,786.83
other,26521.0,female,12.0,46.0,694.32
white,64307.0,female,14.0,44.0,697.12
black,44856.0,female,14.0,53.0,599.91
white,23955.0,male,15.0,31.0,643.32
white,56481.0,male,16.0,40.0,938.26
white,175838.0,female,18.0,57.0,908.06
white,24275.0,male,14.0,33.0,688.71
black,27402.0,male,12.0,35.0,745.89
white,9802.0,female,15.0,48.0,751.57
white,25870.0,male,15.0,34.0,729.65
white,679362.0,female,15.0,51.0,805.68
white,51757.0,male,16.0,34.0,733.24
white,63325.0,male,17.0,31.0,654.81
white,98615.0,female,17.0,49.0,779.6
white,22898.0,female,11.0,42.0,665.23
hispanic,225254.0,female,16.0,47.0,767.63
white,303689.0,female,17.0,57.0,887.5
black,46274.0,female,14.0,58.0,627.4
white,83620.0,female,19.0,54.0,837.29
white,87470.0,male,18.0,38.0,880.03
black,110276.0,male,16.0,41.0,989.87
white,1264461.0,male,15.0,31.0,689.88
other,10502.0,female,11.0,47.0,675.99
white,392257.0,male,17.0,30.0,648.41
white,22130.0,female,15.0,49.0,747.4
white,27047.0,female,15.0,54.0,804.8
white,78210.0,female,17.0,56.0,864.87
white,212685.0,male,17.0,47.0,1236.26
white,281626.0,male,17.0,37.0,838.2
white,13005.0,female,15.0,52.0,791.0
white,26169.0,male,15.0,34.0,727.85
asian,42480.0,female,19.0,54.0,954.05
white,70378.0,female,16.0,48.0,748.4
other,142358.0,female,17.0,54.0,831.08
other,50176.0,male,14.0,32.0,644.43
black,44963.0,male,13.0,30.0,611.81
other,69387.0,male,14.0,32.0,683.99
white,102389.0,female,16.0,52.0,791.19
white,35467.0,female,13.0,48.0,714.86
black,336121.0,male,15.0,32.0,696.3
black,61298.0,female,13.0,59.0,672.65
black,146036.0,male,15.0,33.0,715.56
white,14556.0,male,15.0,33.0,671.62
asian,34597.0,female,14.0,46.0,807.07
white,203352.0,male,17.0,32.0,709.49
white,144133.0,female,17.0,46.0,747.63
hispanic,159886.0,male,16.0,30.0,790.6
hispanic,158716.0,male,16.0,35.0,917.36
white,21807.0,female,14.0,52.0,795.92
hispanic,130204.0,male,17.0,37.0,992.02
white,315707.0,male,18.0,35.0,801.93
other,38776.0,male,12.0,35.0,734.8
hispanic,15423.0,female,12.0,50.0,757.5
white,97558.0,female,17.0,50.0,807.13
white,63016.0,male,14.0,34.0,702.6
white,56260.0,male,15.0,30.0,599.52
white,53814.0,female,16.0,51.0,793.61
white,8852.0,male,12.0,42.0,944.54
white,28321.0,female,14.0,46.0,705.37
white,107501.0,female,16.0,56.0,867.57
white,45159.0,male,17.0,27.0,531.73
white,21380.0,male,14.0,36.0,800.35
hispanic,99900.0,male,16.0,32.0,814.35
white,24554.0,male,11.0,31.0,618.36
black,56510.0,female,15.0,48.0,544.81
white,41387.0,female,19.0,50.0,779.52
white,171236.0,male,17.0,34.0,724.72
white,36222.0,male,12.0,32.0,662.23
hispanic,31735.0,female,14.0,46.0,710.63
white,141621.0,male,17.0,31.0,669.19
white,18343.0,male,13.0,37.0,819.09
white,54368.0,male,18.0,39.0,915.37
hispanic,281371.0,male,16.0,37.0,1008.67
white,34344.0,female,15.0,52.0,775.48
white,17239.0,female,13.0,46.0,713.23
white,32944.0,female,12.0,55.0,821.4
other,26273.0,female,12.0,48.0,739.95
white,30910.0,male,14.0,30.0,601.71
white,39871.0,female,11.0,60.0,868.31
white,79626.0,male,16.0,29.0,579.87
black,54618.0,male,15.0,31.0,647.8
white,25466.0,male,14.0,32.0,660.58
white,19742.0,female,14.0,46.0,707.42
other,17007.0,male,13.0,33.0,704.46
white,106498.0,female,18.0,51.0,809.91
white,33137.0,female,14.0,50.0,772.93
white,12805.0,female,14.0,50.0,766.19
other,12670.0,female,13.0,50.0,749.41
white,29407.0,female,14.0,53.0,790.52
white,14432.0,male,15.0,37.0,846.05
white,27533.0,female,15.0,45.0,702.74
black,103656.0,male,16.0,30.0,617.61
black,16557.0,male,13.0,31.0,625.56
other,27854.0,male,13.0,31.0,623.79
white,164698.0,female,20.0,47.0,776.45
black,46013.0,female,13.0,47.0,508.63
asian,21386.0,female,14.0,39.0,721.94
black,131040.0,female,15.0,46.0,533.63
asian,181892.0,male,20.0,36.0,827.32
white,35511.0,female,13.0,48.0,740.1
hispanic,45768.0,female,16.0,48.0,739.14
white,18537.0,male,13.0,29.0,569.24
other,31674.0,female,12.0,51.0,768.24
white,36104.0,female,14.0,55.0,830.1
black,75884.0,male,13.0,28.0,590.39
black,12861.0,male,13.0,29.0,554.76
white,31125.0,female,15.0,47.0,717.06
white,20834.0,male,16.0,29.0,577.95
other,42141.0,female,12.0,39.0,626.02
white,63793.0,male,16.0,36.0,794.94
asian,14641.0,female,15.0,60.0,985.07
white,36511.0,female,15.0,52.0,800.86
asian,18453.0,female,17.0,53.0,913.8
white,18311.0,female,16.0,52.0,792.83
white,30465.0,male,14.0,35.0,765.91
white,19712.0,male,14.0,37.0,828.82
black,108864.0,female,16.0,36.0,405.42
white,167083.0,female,17.0,49.0,789.21
hispanic,40036.0,male,15.0,32.0,813.75
white,386812.0,female,18.0,49.0,788.75
white,46607.0,male,17.0,34.0,716.68
white,12310.0,female,15.0,56.0,815.4
black,396124.0,male,16.0,32.0,670.26
white,78461.0,male,17.0,32.0,676.17
white,52084.0,male,16.0,33.0,729.03
white,16372.0,male,13.0,31.0,629.02
white,23477.0,female,14.0,55.0,832.84
other,61658.0,female,15.0,52.0,797.96
white,28327.0,male,13.0,29.0,587.45
hispanic,41139.0,male,14.0,33.0,855.62
white,27562.0,female,13.0,56.0,793.22
white,105554.0,male,16.0,33.0,697.88
white,67336.0,female,18.0,49.0,769.04
hispanic,12059.0,male,12.0,32.0,812.94
hispanic,24962.0,male,11.0,25.0,606.25
white,72677.0,male,16.0,34.0,724.01
white,44696.0,female,15.0,51.0,795.02
white,45238.0,female,18.0,52.0,814.73
black,42129.0,female,14.0,51.0,557.91
white,60161.0,female,14.0,46.0,746.89
white,51198.0,male,16.0,39.0,913.84
black,6931.0,male,12.0,36.0,763.57
other,70347.0,male,13.0,29.0,588.06
white,147683.0,female,19.0,52.0,818.99
white,15219.0,female,13.0,46.0,712.67
black,30956.0,male,11.0,42.0,989.84
white,85305.0,female,18.0,48.0,754.48
white,92481.0,male,18.0,34.0,737.9
hispanic,79342.0,male,13.0,34.0,853.84
white,21705.0,male,16.0,37.0,822.45
hispanic,11060.0,male,12.0,37.0,945.94
white,28859.0,female,14.0,56.0,831.57
white,70566.0,female,17.0,53.0,825.6
black,57604.0,female,14.0,48.0,524.49
asian,42994.0,male,16.0,42.0,1007.67
hispanic,65510.0,male,12.0,28.0,731.2
white,20594.0,female,14.0,50.0,745.43
white,70983.0,male,15.0,36.0,789.51
asian,103489.0,female,20.0,54.0,959.7
hispanic,177993.0,male,15.0,35.0,913.51
black,10502.0,female,12.0,46.0,476.27
white,55702.0,female,14.0,48.0,746.02
white,85302.0,female,17.0,52.0,789.45
black,43060.0,male,14.0,32.0,649.54
white,44463.0,female,16.0,45.0,730.84
white,27033.0,male,15.0,35.0,758.27
white,105089.0,female,18.0,47.0,763.12
white,11029.0,male,14.0,38.0,852.2
white,23015.0,female,13.0,50.0,751.52
white,112179.0,male,19.0,38.0,878.8
white,75229.0,male,16.0,33.0,707.83
white,430415.0,male,17.0,40.0,970.53
white,82917.0,male,18.0,37.0,830.15
white,68063.0,female,16.0,52.0,776.18
white,215446.0,female,17.0,57.0,871.29
white,21984.0,male,14.0,29.0,578.53
black,155936.0,male,15.0,35.0,760.45
white,34251.0,female,14.0,48.0,732.02
black,11619.0,female,13.0,48.0,508.86
black,23256.0,male,13.0,36.0,783.27
hispanic,64109.0,male,14.0,44.0,1219.68
white,13797.0,female,15.0,46.0,716.24
white,138512.0,female,15.0,50.0,780.19
white,18549.0,female,14.0,51.0,770.39
hispanic,14204.0,male,12.0,32.0,820.95
white,84917.0,male,17.0,31.0,674.52
white,104519.0,male,20.0,36.0,807.21
black,251863.0,male,16.0,36.0,804.99
asian,24687.0,female,15.0,47.0,838.43
black,35955.0,male,13.0,27.0,550.77
white,17127.0,male,14.0,38.0,867.82
hispanic,22874.0,male,9.0,34.0,833.2
black,17602.0,female,13.0,45.0,501.95
white,46799.0,female,15.0,55.0,814.47
white,117760.0,male,19.0,31.0,658.35
black,18301.0,male,13.0,34.0,706.15
white,14346.0,male,14.0,35.0,724.29
white,73384.0,female,16.0,46.0,711.95
white,16256.0,female,14.0,52.0,790.91
other,36522.0,male,12.0,40.0,923.43
hispanic,7992.0,female,13.0,52.0,766.18
black,54413.0,female,14.0,53.0,607.01
white,35455.0,female,14.0,53.0,814.71
hispanic,21824.0,female,14.0,53.0,786.24
white,88758.0,male,19.0,35.0,794.75
white,79117.0,male,16.0,29.0,566.18
hispanic,28801.0,male,11.0,34.0,846.72
hispanic,32781.0,female,11.0,54.0,792.5
hispanic,27752.0,male,12.0,38.0,991.15
white,62656.0,male,15.0,29.0,586.26
white,64376.0,female,17.0,49.0,774.6
white,274824.0,male,17.0,35.0,799.08
white,63715.0,female,15.0,46.0,737.55
white,141206.0,female,19.0,56.0,844.72
white,42812.0,male,15.0,38.0,866.81
white,53384.0,male,16.0,33.0,716.78
white,7751.0,female,14.0,49.0,720.94
hispanic,57954.0,male,13.0,34.0,871.3
white,111711.0,male,19.0,40.0,954.16
white,40067.0,male,17.0,33.0,707.24
white,60779.0,female,15.0,46.0,708.28
hispanic,255252.0,female,16.0,49.0,752.46
black,27364.0,female,12.0,53.0,589.07
other,98117.0,female,16.0,50.0,790.41
black,34947.0,male,12.0,43.0,1033.85
white,185678.0,male,19.0,36.0,819.35
hispanic,152934.0,male,17.0,37.0,983.94
other,58683.0,male,15.0,32.0,681.37
black,50076.0,female,15.0,52.0,585.15
hispanic,22674.0,female,11.0,51.0,787.46
hispanic,160247.0,male,15.0,30.0,771.17
white,142419.0,female,17.0,47.0,759.62
white,103327.0,female,18.0,48.0,777.5
white,48785.0,male,16.0,32.0,663.13
other,117641.0,female,18.0,48.0,763.06
white,65429.0,female,15.0,47.0,742.75
white,60738.0,female,17.0,49.0,769.56
white,37198.0,female,13.0,52.0,774.95
other,71817.0,female,13.0,53.0,787.74
other,40418.0,female,13.0,40.0,642.72
asian,11092.0,male,16.0,31.0,654.19
white,119648.0,male,18.0,31.0,677.91
white,23110.0,male,12.0,34.0,700.59
white,76636.0,female,16.0,48.0,764.96
white,68741.0,male,18.0,35.0,776.8
white,182297.0,female,18.0,52.0,831.04
hispanic,54770.0,female,14.0,48.0,763.93
white,38936.0,male,15.0,35.0,778.28
white,108622.0,female,18.0,54.0,843.87
hispanic,47712.0,female,15.0,46.0,744.89
white,52367.0,female,16.0,54.0,830.36
black,44670.0,male,12.0,40.0,944.54
black,99096.0,female,16.0,50.0,560.16
white,8316.0,female,15.0,52.0,776.13
white,166009.0,female,18.0,55.0,857.54
hispanic,362551.0,female,18.0,43.0,697.77
white,11997.0,male,13.0,31.0,640.49
hispanic,65049.0,male,13.0,37.0,971.06
white,520752.0,male,18.0,31.0,662.7
white,44198.0,female,16.0,56.0,867.56
white,152404.0,male,19.0,33.0,721.72
white,41910.0,female,16.0,41.0,676.26
white,37319.0,female,13.0,50.0,752.62
white,45160.0,female,17.0,48.0,756.03
white,33680.0,female,14.0,53.0,789.32
white,197991.0,female,17.0,49.0,799.78
white,18303.0,male,13.0,27.0,519.51
white,37332.0,male,14.0,29.0,576.8
white,138734.0,female,16.0,48.0,785.73
white,81985.0,male,17.0,30.0,615.08
white,3635.0,male,15.0,32.0,647.82
asian,32784.0,male,14.0,34.0,699.0
white,202095.0,male,17.0,39.0,926.28
white,12417.0,female,15.0,57.0,858.41
other,61642.0,male,15.0,36.0,798.14
black,23173.0,female,12.0,48.0,512.84
white,124800.0,male,18.0,33.0,722.68
white,8431.0,female,15.0,50.0,751.71
white,228897.0,male,17.0,37.0,839.18
white,9389.0,female,13.0,50.0,760.03
black,36196.0,female,13.0,52.0,545.16
other,69889.0,female,13.0,43.0,707.81
white,6915.0,male,14.0,35.0,709.77
black,52851.0,female,15.0,53.0,610.58
hispanic,17103.0,female,12.0,52.0,789.39
white,259376.0,male,17.0,32.0,694.99
hispanic,11411.0,female,10.0,52.0,758.93
other,109299.0,male,15.0,36.0,789.52
white,80956.0,male,18.0,35.0,776.0
other,12842.0,male,12.0,38.0,834.28
black,368602.0,male,18.0,30.0,645.59
hispanic,25862.0,male,11.0,37.0,940.31
other,21113.0,male,13.0,34.0,696.46
white,80257.0,female,17.0,44.0,687.76
white,9513.0,female,15.0,54.0,796.67
asian,172655.0,female,19.0,49.0,922.19
other,155448.0,male,16.0,30.0,641.04
white,100553.0,male,18.0,38.0,867.16
other,56486.0,male,14.0,33.0,677.13
white,55899.0,female,15.0,47.0,716.9
white,143313.0,male,18.0,30.0,623.59
hispanic,39886.0,female,12.0,52.0,771.86
white,84721.0,male,17.0,28.0,551.38
white,48575.0,female,16.0,51.0,789.22
white,19449.0,male,15.0,38.0,871.3
